created_at,full_text,username,label_UK
Mon Apr 07 04:44:30 +0000 2025,@victoragiular @Kakak211 @Apokrifa23 @grace_sihab21 @imamDouma @Matius7_21 @Kudustetanus2 @Kappa_2023 @kuduseweyesus @aesculapiusw @FadhlanHassan @KatzeNada @haryopanuntun @uniqueestarrs @AlgenoaXaveriuz @Marrkus12_29 @PaganiniP1564 @catzenada @mohMadSaw @jesusabeggar @FruitLover2345 @DwiSuniti78498 @AnusEmperor @AriesaNorman @roculpakulus @paulusanus @alannairnu @pdtsigit @bangjabat10 @SifatAlami @Dim4s_p @ArwahMiliter @saaltysodaa @burungkudus @DonKintil @KemenperinRI @anusrohkudis @SammiSoh @kadrunmampos @filosofiksi @PaijoKhentirr @AsbabulKopi @Mundiwangi4 @Tita83079013 @jonnypengacara @ProfOnline_id @VividProwess Maenan waktu kecil apa ya namanya yg kaki diangkat satu ,StefanjingYin,
Mon Apr 07 04:26:19 +0000 2025,@shoyohchi Ga penuh dendam iri dengki katanya pdhl si retno anjing yg mulai duluan bikin fitnah org seenaknya doxxing2 org sembarangan dibales nangis feminis anjing,StefanjingYin,UK_patriarki
Mon Apr 07 04:22:31 +0000 2025,Ini lah fungsi filter di hp gaess bwkakakak https://t.co/VIvuL6fKee,StefanjingYin,
Mon Apr 07 04:21:38 +0000 2025,@NouraFayruz @KatzeNada Foto tinder sama aslinya jauuh,StefanjingYin,
Mon Apr 07 04:19:47 +0000 2025,@angels_bac58190 @KatzeNada Filter brp lapis nih retno gembrot @goddezzs bisa punya hasil begini? Tompel kau ga sekalian kau hilangin? https://t.co/0LhEhxse8M,StefanjingYin,
Mon Apr 07 04:16:57 +0000 2025,@angels_bac58190 @KatzeNada @goddezzs Bwkakakak kena piting dia anjing mati kok itu,StefanjingYin,
Mon Apr 07 03:45:57 +0000 2025,@infotetanggaid Untung ya segera diliatkan kalo ngga bisa2 pihak suami jadi ladang uang pihak istri btw siap2 jadi perawan tua kalo anarkis gini,bigvvine,UK_misogyny
Mon Apr 07 03:41:04 +0000 2025,@Davini_Sendy @goddezzs @KatzeNada @mariareal_3 @ikanatassa Apaan sih ngos? https://t.co/MvJmivsZmN,StefanjingYin,
Mon Apr 07 03:30:22 +0000 2025,@Davini_Sendy @goddezzs @KatzeNada @mariareal_3 @ikanatassa Lu aja penipu ngos orgil di RSJ ngaku2 jualan mie ayam rasa babi https://t.co/5FMmABqxKr,StefanjingYin,
Mon Apr 07 03:29:38 +0000 2025,@Davini_Sendy @goddezzs Ngos ngapain ngaku2 daviani ngos? Nama lu kan tini mrongos https://t.co/fmo9I9FtiH,StefanjingYin,
Mon Apr 07 03:24:10 +0000 2025,@goddezzs @KatzeNada Kalo tutorial jadi buntel gmana sih? Biar si tini @davini_sendy ga kyk lonte cacingan begini https://t.co/lgGbOTkLSr,StefanjingYin,
Mon Apr 07 03:22:34 +0000 2025,gue yg umur 24 baru kelar kuliah tp emg di kampung tuh umur segitu ktnya udh perawan tua njirr,shimgyujm,UK_misogyny
Mon Apr 07 02:21:52 +0000 2025,@infotetanggaid udah viral gini ga ada yg mau lagi sma cewe itu keluarganya bar bar dari pada jadi perawan tua mnding banting harga,YantoPasundan94,UK_misogyny
Mon Apr 07 02:02:47 +0000 2025,@infotetanggaid @grok apakah banyak perawan tua dari kalangan perempuan suku bugis karena tak kunjung menikah akibat dari adat uang panai ini?,mr_hardi4,UK_misogyny
Mon Apr 07 01:56:52 +0000 2025,@infotetanggaid Orang2 idiot..mereka memeras itu dg kedok pernikahan..kampungan..nikah ma suku yg ga butuh uang panai..biar mereka jadi perawan tua semua,anangshikamaru1,UK_misogyny
Mon Apr 07 00:10:19 +0000 2025,IMO status janda duda perawan tua perjaka tua or whatever you named it itu hanyalah label yg diberikan oleh masyarakat. Nilai seseorang tidak berkurang sedikitpun meski dia menjadi orangtua tunggal dan/atau belum menikah di usia yg sudah banyak. Mbak kamu hebat.,keihisuki,UK_misogyny
Sun Apr 06 15:53:26 +0000 2025,@ddalgieu iyaa kak kenapa mereka yang rempong padahal aku disini doing good emang kalo aku jadi perawan tua beras tante bakal abis? kan engga semangat juga kakkk ,laughpirin,UK_misogyny
Sun Apr 06 15:45:27 +0000 2025,nikah sana nikah jangan lama lama jangan sampe ga kawin nanti jadi perawan tua mulut tante mau saya amplas ga ,laughpirin,UK_misogyny
Sun Apr 06 14:16:32 +0000 2025,Emang wajib kah umur 25 itu nikah?? Gue belum mau nikah njirrrrr. Kuno banget lu semua gue mau jadi perawan tua atau enggak gue mau nikah atau enggak suka suka gue Kayak lu nge-biayain hidup gue aja,mynameis_03,UK_misogyny
Sun Apr 06 13:50:47 +0000 2025,@alldayonmars @goddezzs @ikanatassa @DivHumas_Polri @safenetvoice @KatzeNada @catzenada Udah ngelonte blm malam ini?,StefanjingYin,
Sun Apr 06 13:50:39 +0000 2025,@dilamihardjo @goddezzs @ikanatassa @DivHumas_Polri @safenetvoice @KatzeNada @catzenada Yg mulai duluan siapa ya? Pembela ika kan? Ga usah potong2 komen org https://t.co/ksSLNxMztC,StefanjingYin,
Sun Apr 06 13:41:55 +0000 2025,@goddezzs @pinkymew Kan kau yg mulai ngata2in gw gara2 kau bela ika kan?,StefanjingYin,
Sun Apr 06 13:40:44 +0000 2025,@goddezzs @ikanatassa @DivHumas_Polri @safenetvoice @KatzeNada @catzenada Suruh buka blok dulu lah biar inang2 ika gw abisin pake komen kau,StefanjingYin,
Sun Apr 06 13:39:54 +0000 2025,@goddezzs @KatzeNada @mariareal_3 @ikanatassa Lah suruh inang2 @ikanatassa buka blok donk katanya mau doxxing gw dia ngetwit panjang lebar kali tinggi jg percuma kan https://t.co/Bj9px4r6eO,StefanjingYin,
Sun Apr 06 13:38:34 +0000 2025,@uniqueestarrs @wahiddarmadi @Kakak211 @Kudustetanus2 @Matius7_21 @imamDouma @Kappa_2023 @grace_sihab21 @kuduseweyesus @Apokrifa23 @aesculapiusw @FadhlanHassan @KatzeNada @haryopanuntun @AlgenoaXaveriuz @Marrkus12_29 @PaganiniP1564 @victoragiular @catzenada @mohMadSaw @jesusabeggar @FruitLover2345 @DwiSuniti78498 @AnusEmperor @AriesaNorman @roculpakulus @paulusanus @alannairnu @pdtsigit @bangjabat10 @SifatAlami @Dim4s_p @ArwahMiliter @saaltysodaa @burungkudus @DonKintil @KemenperinRI @anusrohkudis @SammiSoh @kadrunmampos @filosofiksi @PaijoKhentirr @AsbabulKopi @Mundiwangi4 @Tita83079013 @jonnypengacara @ProfOnline_id @VividProwess Suruh dulu dia buka blok donk dari dm dia ambil ya ga pake consent,StefanjingYin,
Sun Apr 06 13:34:57 +0000 2025,@uniqueestarrs @wahiddarmadi @Kakak211 @Kudustetanus2 @Matius7_21 @imamDouma @Kappa_2023 @grace_sihab21 @kuduseweyesus @Apokrifa23 @aesculapiusw @FadhlanHassan @KatzeNada @haryopanuntun @AlgenoaXaveriuz @Marrkus12_29 @PaganiniP1564 @victoragiular @catzenada @mohMadSaw @jesusabeggar @FruitLover2345 @DwiSuniti78498 @AnusEmperor @AriesaNorman @roculpakulus @paulusanus @alannairnu @pdtsigit @bangjabat10 @SifatAlami @Dim4s_p @ArwahMiliter @saaltysodaa @burungkudus @DonKintil @KemenperinRI @anusrohkudis @SammiSoh @kadrunmampos @filosofiksi @PaijoKhentirr @AsbabulKopi @Mundiwangi4 @Tita83079013 @jonnypengacara @ProfOnline_id @VividProwess Doxxing tapi dia blok2in akun2 muslim disini apa ga anjing tuh?,StefanjingYin,
Sun Apr 06 13:30:22 +0000 2025,@goddezzs @KatzeNada @mariareal_3 @ikanatassa Oh gitu ya? Ayo lanjut donk gw msh pengen bully inang2 @ikanatassa nih,StefanjingYin,
Sun Apr 06 13:23:52 +0000 2025,@atchaleysou @rempeyek_kcng @KatzeNada @bangjerrrr @catzenada Inang2 ika bukannya gagal jadi perempuan malah jadi lesbian?,StefanjingYin,
Sun Apr 06 13:23:10 +0000 2025,@goddezzs @KatzeNada @mariareal_3 @ikanatassa Lah knapa bitch? Soalnya ga bisa doxxing gw ya? Bwkakakak jgn lari donk gw abisin sekalian nih,StefanjingYin,
Sun Apr 06 13:21:15 +0000 2025,@membayangkeun @cinswizzle @KatzeNada @ikanatassa Pdhl udah dijawab eaalah bocil goblok pecundang https://t.co/S2GDyzW4D2,StefanjingYin,UK_misogyny
Sun Apr 06 13:20:21 +0000 2025,@cinswizzle @loopandchained Pdhl lu di awal ngata2in tolol kan? Pasti cerdas bgt argumennya,StefanjingYin,UK_misogyny
Sun Apr 06 13:19:34 +0000 2025,@cinswizzle @dilamihardjo @loopandchained Kalo ga tau hukum mendingan diem ga sih?,StefanjingYin,
Sun Apr 06 13:19:17 +0000 2025,@cinswizzle @tigerbin119 @ikanatassa @KatzeNada Lah gmana sih? Katanya ika mau doxxing gw kan kalian normalisasi doxxing betul ga?,StefanjingYin,
Sun Apr 06 13:14:26 +0000 2025,@Kakak211 @Kudustetanus2 @Matius7_21 @imamDouma @Kappa_2023 @grace_sihab21 @kuduseweyesus @Apokrifa23 @aesculapiusw @FadhlanHassan @KatzeNada @haryopanuntun @uniqueestarrs @AlgenoaXaveriuz @Marrkus12_29 @PaganiniP1564 @victoragiular @catzenada @mohMadSaw @jesusabeggar @FruitLover2345 @DwiSuniti78498 @AnusEmperor @AriesaNorman @roculpakulus @paulusanus @alannairnu @pdtsigit @bangjabat10 @SifatAlami @Dim4s_p @ArwahMiliter @saaltysodaa @burungkudus @DonKintil @KemenperinRI @anusrohkudis @SammiSoh @kadrunmampos @filosofiksi @PaijoKhentirr @AsbabulKopi @Mundiwangi4 @Tita83079013 @jonnypengacara @ProfOnline_id @VividProwess Pdhl YHWH jg bukan yesus ,StefanjingYin,
Sun Apr 06 13:14:03 +0000 2025,@Kudustetanus2 @LLiatono @__anomali__ @KatzeNada @bangjabat10 @AyaniMel @kuduseweyesus @Kakak211 @imamDouma @catzenada @Kappa_2023 @victoragiular @PaganiniP1564 @Apokrifa23 @aesculapiusw @haryopanuntun @uniqueestarrs @AlgenoaXaveriuz @Marrkus12_29 @mohMadSaw @jesusabeggar @FruitLover2345 @DwiSuniti78498 @AnusEmperor @AriesaNorman @roculpakulus @paulusanus @grace_sihab21 @alannairnu @pdtsigit @SifatAlami @Dim4s_p @ArwahMiliter @saaltysodaa @burungkudus @DonKintil @KemenperinRI @anusrohkudis @SammiSoh @kadrunmampos @filosofiksi @PaijoKhentirr @AsbabulKopi @Mundiwangi4 @Tita83079013 @jonnypengacara @ProfOnline_id @VividProwess Anak jg diblg kekasih hati berarti anak = istri? Logika kristen emang suka berantakan ,StefanjingYin,
Sun Apr 06 13:12:29 +0000 2025,@goddezzs @KatzeNada @mariareal_3 @ikanatassa Trus bitch? Ga bikin si inang2 ika ga lesbian mandul udah tua ga kawin2 kan? Bwkakakakak,StefanjingYin,
Sun Apr 06 13:06:19 +0000 2025,@victoragiular @KatzeNada @bnsphrxyzzz Lah boti sama boti donk ,StefanjingYin,
Sun Apr 06 13:03:23 +0000 2025,@goddezzs @KatzeNada @mariareal_3 @ikanatassa Loh kok nangis2 ngereport bitch? Ga kuat si lesbi gila ika dibully? ,StefanjingYin,
Sun Apr 06 09:52:45 +0000 2025,Suruh pulang tuh teteh kamu nikah. Tuh liat anak tante udh mau punya anak 2 kalo blm nikahÃÂ² nnt jd perawan tua loh Dgn sadarnya adek gua jwb Teteh lg nyari uang banyak biar pas udh nikah gak miskin. Percuma kalau nikah tp finansialnya blm stabil kasian anaknya nnt --,Lildntrex,UK_misogyny
Sun Apr 06 07:16:58 +0000 2025,Ngatain org budhe dia sendiri kaya mamak2 batak yg perawan tua ga laku kerjanya julidin anak muda krn dia belom kawin dan iri liat anak muda dah berpasangan,arlechillino,UK_misogyny
Sun Apr 06 05:49:26 +0000 2025,@marzuqi_mar @KatzeNada @wandarxn @ikanatassa Begitu jg kalo si ika keserok penjara donk ya efek doxxing?,StefanjingYin,
Sun Apr 06 05:49:03 +0000 2025,@missmavia @KatzeNada @wandarxn @ikanatassa Kalo doxxing dinormalisasi buat apa ada UU?,StefanjingYin,
Sun Apr 06 05:46:35 +0000 2025,@daldadol @KatzeNada @wandarxn @ikanatassa Konsekwensi jg kalian yg hobi doxxing nanti keserok betul ga?,StefanjingYin,
Sun Apr 06 05:44:59 +0000 2025,@SweetFleur_ @KatzeNada @wandarxn @ikanatassa Yoi termasuk si ika nanti kena hukum pidana efek ngedoxxing ok lah,StefanjingYin,
Sun Apr 06 05:44:04 +0000 2025,@delfierera @KatzeNada @wandarxn @ikanatassa Heleh taik anjing https://t.co/bsGGsT0vQy,StefanjingYin,
Sun Apr 06 05:42:07 +0000 2025,@tsundulu @KatzeNada @wandarxn @ikanatassa Org difitnah dibully kyk gini kok ga bales? Mata bales mata donk https://t.co/haj5hpJia3,StefanjingYin,
Sun Apr 06 05:37:54 +0000 2025,@liimitmikasa @KatzeNada @wandarxn @ikanatassa Tempat kerja mana yg ngajarin doxxing? Pinjol?,StefanjingYin,
Sun Apr 06 05:36:12 +0000 2025,@DeaxelS47115 @Rizieq_Sangean @37_mawar @KatzeNada @Manuk_Emprit76 Emak kau? Iya di lapo tuak,StefanjingYin,
Sun Apr 06 05:35:23 +0000 2025,@DeaxelS47115 @_MbakSri_ Baik apaan? Maling keledai kok baik?,StefanjingYin,
Sun Apr 06 05:34:43 +0000 2025,@DeaxelS47115 @Rizieq_Sangean @KatzeNada @MpokSitti97891 @jum_minaa EMAK KAU KAN UDAH LC KAROKE,StefanjingYin,
Sun Apr 06 05:33:49 +0000 2025,@dkdrcrane @KatzeNada @wandarxn @ikanatassa Heleh taik https://t.co/OHoEJGWRFS,StefanjingYin,
Sun Apr 06 05:32:13 +0000 2025,@kuropetra @KatzeNada @wandarxn @ikanatassa Org goblok yg ga tau hukum efek doxxing,StefanjingYin,UK_misogyny
Sun Apr 06 05:31:49 +0000 2025,@teapuspa1112 @KatzeNada @wandarxn @ikanatassa Kalo si ika kena kasus gara2 doxxing lu mau bantu ga? Apa bacot doank?,StefanjingYin,
Sun Apr 06 05:30:27 +0000 2025,@unclecminho @KatzeNada @wandarxn @ikanatassa Heleh https://t.co/2DSHrsXnjK,StefanjingYin,
Sun Apr 06 05:29:40 +0000 2025,@medicalsherry @KatzeNada @wandarxn @ikanatassa Kalo doxxing dinormalisasi ngapain ada UU?,StefanjingYin,
Sun Apr 06 05:27:37 +0000 2025,@Fid0Dild0 @KatzeNada @dataanow @wandarxn @ikanatassa Kata gembel waria yg mau makan hrs open BO anus donk ,StefanjingYin,
Sun Apr 06 05:24:07 +0000 2025,@FruitLover2345 @victoragiular @bnsphrxyzzz @incognito_grey gmana mau bantah bukan agama waria coba?,StefanjingYin,
Sun Apr 06 05:18:47 +0000 2025,@thornecr4wley @KatzeNada @ikanatassa Kau aja gelagapan pas org ngomongin kasus hukum kok ngatain org si cunt?,StefanjingYin,
Sun Apr 06 05:09:20 +0000 2025,@kucingmakansate @KatzeNada @ikanatassa Lu kalo si @ikanatassa kena hukum pidana mau bantuin ga?,StefanjingYin,
Sun Apr 06 05:08:28 +0000 2025,@itsurboihyl Si paling pembela si ika dukung ga @thornecr4wley? Atau pura2 ga liat lagi?,StefanjingYin,
Sun Apr 06 05:06:10 +0000 2025,@victoragiular @FruitLover2345 @bnsphrxyzzz @incognito_grey Yg penting crot ,StefanjingYin,
Sun Apr 06 05:05:34 +0000 2025,@kucingmakansate @KatzeNada @ikanatassa Lah kata si @ikanatassa gw mau didoxxing tapi kok malah ngeblok sih? https://t.co/EDGA0tF6d6,StefanjingYin,
Sun Apr 06 05:03:18 +0000 2025,@quesehra Buat @thornecr4wley kalo feminis yg lakuin bukan sexual harassment itu kewajaran,StefanjingYin,UK_patriarki
Sun Apr 06 05:02:22 +0000 2025,@victoragiular @FruitLover2345 @bnsphrxyzzz @incognito_grey Ya ampun pasti pendeta waria idiot @bnsphrxyzzz rindu bgt ngisep tititnya,StefanjingYin,
Sun Apr 06 04:59:45 +0000 2025,@victoragiular @FruitLover2345 @bnsphrxyzzz Pendeta waria idiot @bnsphrxyzzz taunya netekin 1 yerusalem,StefanjingYin,
Sun Apr 06 04:58:11 +0000 2025,@victoragiular @KatzeNada @Rizieq_Sangean @37_mawar @Manuk_Emprit76 Itu kitab apa anjing kencing sih?,StefanjingYin,
Sun Apr 06 04:51:21 +0000 2025,@ShinFa_04 @KatzeNada @ikanatassa EH ANJING KALO LU TOLOL MENDING DIEM,StefanjingYin,UK_misogyny
Sun Apr 06 04:50:50 +0000 2025,@phirdaisy @KatzeNada @ikanatassa Si ika kena kasus pidana gara2 doxxing lu mau bantuin ga?,StefanjingYin,
Sun Apr 06 04:49:10 +0000 2025,@mariareal_3 @KatzeNada @ikanatassa Lah kau knapa cil? ,StefanjingYin,
Sun Apr 06 04:48:55 +0000 2025,@jellojellilelo @KatzeNada @ikanatassa Nih tuman emang tabiat hobi ngedoxxing org https://t.co/5EEVZuWPe1,StefanjingYin,
Sun Apr 06 04:46:06 +0000 2025,@13theEnki @endoe21 @Rizieq_Sangean @KatzeNada @MpokSitti97891 @jum_minaa Bapak kau kan beda emang,StefanjingYin,
Sun Apr 06 04:45:16 +0000 2025,@mykittyroll @KatzeNada @ikanatassa Lu blg ke feminis2 anjing ini jg donk https://t.co/5KyWzC5siU,StefanjingYin,UK_patriarki
Sun Apr 06 04:36:18 +0000 2025,@Kamperfulli @KatzeNada @pulentembem @coderecodenew @ikanatassa Elu sih goblok keuntungan lu bela si ika doxxing2 data org kalo lu keserok si ika mau bantu lu?,StefanjingYin,UK_misogyny
Sun Apr 06 04:35:36 +0000 2025,@txtdrkpps @KatzeNada @ikanatassa Kualitas yg kau bela nih https://t.co/IpVQvuOHU4,StefanjingYin,
Sun Apr 06 04:34:08 +0000 2025,@aul111_ @KatzeNada @ikanatassa Pamer tolol bgt dek anak gagal pecundang ya?,StefanjingYin,UK_misogyny
Sun Apr 06 04:32:11 +0000 2025,@rianseeet @KatzeNada @ikanatassa Tolong blg kyk itu ke mbak @ikanatassa donk,StefanjingYin,
Sun Apr 06 04:29:16 +0000 2025,@thornecr4wley @Gendis_Wari @KatzeNada @ikanatassa Berarti nuduh semua org indo incels belain wirdan pdhl gara2 ga suka kalian petantang petenteng doxxing org? Sakit jiwa,StefanjingYin,
Sun Apr 06 04:28:13 +0000 2025,@thornecr4wley @Gendis_Wari @KatzeNada @ikanatassa Yg gw tanya ke miw kok takut jawab ya? https://t.co/CGQJbIwXDq,StefanjingYin,
Sun Apr 06 04:26:48 +0000 2025,@thornecr4wley @Gendis_Wari @KatzeNada @ikanatassa Emang lu goblok makanya lu ga tau hukum tapi gegayaan,StefanjingYin,UK_misogyny
Sun Apr 06 04:22:02 +0000 2025,@Gendis_Wari Abis melatih otot dia hadaaah,StefanjingYin,
Sun Apr 06 04:21:05 +0000 2025,@thornecr4wley @Gendis_Wari @KatzeNada @ikanatassa Yg gw tanya urusan kau ikut2an doxxing itu apa bego?,StefanjingYin,
Sun Apr 06 04:20:06 +0000 2025,@Kudustetanus2 @PaganiniP1564 @victoragiular @Kappa_2023 @AriesaNorman @mohMadSaw @imamDouma @Kakak211 @kuduseweyesus @Apokrifa23 @aesculapiusw @FadhlanHassan @KatzeNada @haryopanuntun @uniqueestarrs @AlgenoaXaveriuz @Marrkus12_29 @catzenada @jesusabeggar @FruitLover2345 @DwiSuniti78498 @AnusEmperor @roculpakulus @paulusanus @grace_sihab21 @alannairnu @pdtsigit @bangjabat10 @SifatAlami @Dim4s_p @ArwahMiliter @saaltysodaa @burungkudus @DonKintil @KemenperinRI @anusrohkudis @SammiSoh @kadrunmampos @filosofiksi @PaijoKhentirr @AsbabulKopi @Mundiwangi4 @Tita83079013 @jonnypengacara @ProfOnline_id @VividProwess @CCICPolri @DivHumas_Polri Kalo itu ketuanya pendeta waria idiot @bnsphrxyzzz wakilnya @Rizieq_Sangean tiap minggu saling tusbol,StefanjingYin,
Sun Apr 06 04:16:58 +0000 2025,@thornecr4wley @Gendis_Wari @KatzeNada @ikanatassa Kau tuh dari tadi ga paham yg dibahas org ya tolol?,StefanjingYin,UK_misogyny
Sun Apr 06 04:16:48 +0000 2025,@PaganiniP1564 @Kudustetanus2 @victoragiular @Kappa_2023 @AriesaNorman @mohMadSaw @imamDouma @Kakak211 @kuduseweyesus @Apokrifa23 @aesculapiusw @FadhlanHassan @KatzeNada @haryopanuntun @uniqueestarrs @AlgenoaXaveriuz @Marrkus12_29 @catzenada @jesusabeggar @FruitLover2345 @DwiSuniti78498 @AnusEmperor @roculpakulus @paulusanus @grace_sihab21 @alannairnu @pdtsigit @bangjabat10 @SifatAlami @Dim4s_p @ArwahMiliter @saaltysodaa @burungkudus @DonKintil @KemenperinRI @anusrohkudis @SammiSoh @kadrunmampos @filosofiksi @PaijoKhentirr @AsbabulKopi @Mundiwangi4 @Tita83079013 @jonnypengacara @ProfOnline_id @VividProwess @CCICPolri @DivHumas_Polri @acall4nuprising Judulnya grup kristen2 goblok tanya aja pendeta waria idiot @bnsphrxyzzz,StefanjingYin,UK_misogyny
Sun Apr 06 04:14:30 +0000 2025,@thornecr4wley @Gendis_Wari @KatzeNada @ikanatassa Trus kok feminis2 keparat ngatain miw cunt kau diam aja?,StefanjingYin,UK_patriarki
Sun Apr 06 04:13:54 +0000 2025,@thornecr4wley @Gendis_Wari @KatzeNada @ikanatassa Gw tanya mereka ribut2 urusan kau apa? Cuma usil aja kan kau ikutan?,StefanjingYin,
Sun Apr 06 04:13:23 +0000 2025,@thornecr4wley @massudikk Kalo blg gw penyepong mah bukan ngelecehin ya taek,StefanjingYin,
Sun Apr 06 03:32:41 +0000 2025,@KavezuAzila @KatzeNada @ikanatassa Si ika lesbi? Hahahaha,StefanjingYin,
Sun Apr 06 03:29:13 +0000 2025,@thornecr4wley @massudikk Wkwkwk segitu amat ya penjilat memek lesbian kyk si ika?,StefanjingYin,
Sun Apr 06 03:28:24 +0000 2025,@Gendis_Wari @thornecr4wley @KatzeNada @ikanatassa Pokoknya yg cewe cuma si ika ,StefanjingYin,
Sun Apr 06 03:27:57 +0000 2025,@iam__stanis @KatzeNada @yanfeimalang @wandarxn @ikanatassa Dikatain sebatang kara ngamuk sampe ngadu bupati tapi hobi ngatain org lain incel feminazi standar ganda,StefanjingYin,
Sun Apr 06 03:26:37 +0000 2025,@thornecr4wley @Gendis_Wari @KatzeNada @ikanatassa Lah apa urusannya jg sama lu ikut2 posting data org?,StefanjingYin,
Sun Apr 06 03:25:37 +0000 2025,@endoe21 @Rizieq_Sangean @PaijoKhentirr @KatzeNada @MpokSitti97891 @jum_minaa Bukannya kau suka batangan?,StefanjingYin,
Sun Apr 06 02:58:29 +0000 2025,@iam__stanis @KatzeNada @yanfeimalang @wandarxn @ikanatassa Oh iya donk makanya gw ga prnh takut karna gw tau gw benar ngatain org misoginis tau artinya ga?,StefanjingYin,
Sun Apr 06 02:58:21 +0000 2025,@thornecr4wley @Gendis_Wari @KatzeNada @ikanatassa Malu ya kalo feminis yg lakuin sok ga kenal ,StefanjingYin,UK_patriarki
Sun Apr 06 02:56:52 +0000 2025,@thornecr4wley @massudikk Lu dari tadi tuh lagi nyimeng apa gmana sih? ,StefanjingYin,
Sun Apr 06 02:55:59 +0000 2025,@thornecr4wley @massudikk Lah yg dibahas dari tadi apa sih goblok? ,StefanjingYin,UK_misogyny
Sun Apr 06 02:51:43 +0000 2025,@ikbenmoi @KatzeNada Udah merasa berjasa bgt pasti ya dek sampe punya hak judge org &amp; bully org keren ya feminis taeeek,StefanjingYin,UK_patriarki
Sun Apr 06 02:50:57 +0000 2025,@endoe21 @13theEnki @Rizieq_Sangean @KatzeNada @MpokSitti97891 @jum_minaa Memek bapak kau?,StefanjingYin,
Sun Apr 06 02:49:42 +0000 2025,@endoe21 @Rizieq_Sangean @PaijoKhentirr @KatzeNada @MpokSitti97891 @jum_minaa Waah kebetulan itu emaknya si homo tua @Rizieq_Sangean,StefanjingYin,
Sun Apr 06 02:48:43 +0000 2025,@_Bedmen @kucingmakansate @KatzeNada @ikanatassa ODGJ tuh yg katanya sesumbar mau doxxinh eh malah ngeblok ga sih? https://t.co/3WaVayXwGo,StefanjingYin,
Sun Apr 06 02:42:48 +0000 2025,@thornecr4wley @massudikk Kau siap bantuin apa kalo si ika kena kasus?,StefanjingYin,
Sun Apr 06 02:41:57 +0000 2025,@thornecr4wley @massudikk Gw tanya sama lu kalo si ika kena kasus hukum kau mau bantuin ga?,StefanjingYin,
Sun Apr 06 02:41:37 +0000 2025,@thornecr4wley @Gendis_Wari @KatzeNada @ikanatassa Makanya ngaca jauh sblm kasus wirdan pun kelakuan kalian kyk gini https://t.co/E70PpwXrmd,StefanjingYin,
Sun Apr 06 02:38:21 +0000 2025,@thornecr4wley @massudikk Ga mampu argumen trus adhominem?,StefanjingYin,
Sun Apr 06 02:37:56 +0000 2025,Eh jdi inget dikatain perawan tua sama dugong.,aksara_merakii,UK_misogyny
Sun Apr 06 02:37:49 +0000 2025,@thornecr4wley @Gendis_Wari @KatzeNada @ikanatassa Lah geng lu ngatain incel ke semua org kok ,StefanjingYin,
Sun Apr 06 02:37:21 +0000 2025,@thornecr4wley @massudikk Gw jg benci feminis seenaknya ngata2in org bikin fitnah org doxxing org lain tunggu aja jalur hukum si ika jg kelar kok mau apa lu? Mau nyelamatin si ika dari hukum pidana ga?,StefanjingYin,UK_patriarki
Sun Apr 06 02:37:18 +0000 2025,Kok bisa masih ada sekumpulan manusia yang belain orang yang habis ngatain orang lain mandul dan sebatang kara. Beberapa manusia tu kalau bukan dia yang digituin gak bisa berempati kali ya... Dikatain perawan tua meski memang masih perawan dan tua aja sakit minta ampun.,aksara_merakii,UK_misogyny
Sun Apr 06 02:32:01 +0000 2025,@thornecr4wley @massudikk Dibayar? Memek lu dibayar?,StefanjingYin,
Sun Apr 06 02:28:41 +0000 2025,@thornecr4wley @massudikk Emang gw benci sama org2 yg seenaknya doxxing2 org mau apa lu?,StefanjingYin,
Sun Apr 06 02:27:58 +0000 2025,@thornecr4wley @Gendis_Wari @KatzeNada @ikanatassa Lah ya udah hobi ngatain incel ga usah sakit hati diblg sebatang kara donk,StefanjingYin,
Sun Apr 06 02:26:59 +0000 2025,@rempeyek_kcng @KatzeNada @atchaleysou @bangjerrrr @catzenada Kan gw belajar dari kau njing hobi menghina dihina balik kok sakit hati?,StefanjingYin,
Sun Apr 06 02:26:35 +0000 2025,@thornecr4wley @KatzeNada @ikanatassa Iya beruntung bgt ya akun gede kenal bupati kasian yg lain kyk gini dilecehin feminis anjing https://t.co/dRYQlIVeEn,StefanjingYin,UK_patriarki
Sun Apr 06 02:25:17 +0000 2025,@thornecr4wley @massudikk Pokoknya kalo feminis bebas ngata2in org lain tapi jgn sampe diluar itu ngatain lonte sebatang kara cunt incel gitu kan kira2? https://t.co/YczAGvIKIT,StefanjingYin,UK_patriarki
Sun Apr 06 02:25:17 +0000 2025,@thornecr4wley @massudikk Pokoknya kalo feminis asal bacot boleh kalo yg lain jgn sampe gitu kan? https://t.co/ZSUoHn6Uz1,StefanjingYin,UK_patriarki
Sun Apr 06 02:24:29 +0000 2025,@rempeyek_kcng @atchaleysou @KatzeNada @bangjerrrr @catzenada Kau ngaca gih njing,StefanjingYin,
Sun Apr 06 02:19:56 +0000 2025,@thornecr4wley @Gendis_Wari @KatzeNada @ikanatassa Emang lu bisa ngatur hukum?,StefanjingYin,
Sun Apr 06 02:17:37 +0000 2025,@iam__stanis @KatzeNada @yanfeimalang @wandarxn @ikanatassa Kalo agama org lain boleh dihina ya? Trus org membalas diblg jelek2in Keren bgt logika lu rasis? Bukannya kristen lbh rasis?,StefanjingYin,
